car id, gps track, state, track idx, time, calculated speed, real speed, dst to end, distance, point x, point y, normalized x, normalized y, dst to projection
9,-,running,532,308.1,19.98,?,6855,7692,5839204.0,447114.72,1280,-814,?
9,-,running,533,308.7,19.98,?,6843,7704,5839211.5,447105.72,1287,-823,?
9,-,running,534,309.3,19.98,?,6832,7715,5839218.5,447097.03,1294,-832,?
9,-,running,535,310.2,19.98,?,6814,7733,5839230.5,447083.56,1306,-845,?
9,-,running,536,310.8,19.98,?,6801,7746,5839242.5,447078.72,1318,-850,?
9,-,running,537,311.5,19.98,?,6788,7759,5839255.0,447082.1,1331,-847,?
9,-,running,538,312.2,19.98,?,6775,7772,5839266.0,447090.03,1342,-839,?
9,-,running,539,312.8,19.98,?,6761,7786,5839272.5,447101.8,1348,-827,?
9,-,running,540,313.5,19.98,?,6748,7799,5839270.5,447115.03,1346,-814,?
9,-,running,541,314.3,19.98,?,6733,7814,5839265.0,447129.22,1341,-800,?
9,-,running,542,314.8,19.98,?,6721,7826,5839259.5,447139.16,1335,-790,?
9,-,running,543,315.4,19.98,?,6710,7838,5839254.0,447149.72,1330,-779,?
9,-,running,544,316.0,19.98,?,6697,7850,5839248.5,447160.75,1324,-768,?
9,*,running,545,317.0,19.98,27.68,6679,7868,5839238.5,447175.72,1314,-753,9
9,-,running,546,317.3,29.46,?,6668,7879,5839232.5,447184.7,1308,-744,?
9,-,running,547,317.7,29.46,?,6657,7890,5839226.0,447194.28,1302,-735,?
9,-,running,548,318.1,29.46,?,6645,7902,5839219.0,447204.16,1295,-725,?
9,-,running,549,318.5,29.46,?,6633,7914,5839213.0,447214.0,1289,-715,?
9,-,running,550,318.9,29.46,?,6621,7926,5839206.0,447223.66,1282,-705,?
9,-,running,551,319.3,29.46,?,6609,7938,5839199.0,447233.2,1275,-696,?
9,-,running,552,319.7,29.46,?,6598,7949,5839192.5,447242.78,1268,-686,?
9,-,running,553,320.1,29.46,?,6586,7961,5839186.0,447252.5,1262,-676,?
9,-,running,554,320.5,29.46,?,6575,7972,5839180.0,447261.56,1256,-667,?
9,-,running,555,320.8,29.46,?,6565,7982,5839173.5,447269.8,1249,-659,?
9,-,running,556,321.2,29.46,?,6553,7994,5839166.5,447279.2,1242,-650,?
9,-,running,557,321.7,29.46,?,6538,8009,5839157.0,447290.9,1233,-638,?
9,-,running,558,322.2,29.46,?,6524,8023,5839146.5,447299.72,1222,-629,?
9,-,running,559,322.9,29.46,?,6505,8042,5839130.0,447309.75,1206,-619,?
9,-,running,560,323.6,29.46,?,6484,8063,5839110.0,447314.4,1186,-614,?
9,-,running,561,323.9,29.46,?,6473,8074,5839099.0,447315.84,1175,-613,?
9,-,running,562,324.3,29.46,?,6462,8085,5839087.5,447317.62,1163,-611,?
9,-,running,563,324.7,29.46,?,6451,8096,5839077.0,447320.4,1153,-608,?
9,-,running,564,325.1,29.46,?,6439,8108,5839065.5,447323.78,1141,-605,?
9,-,running,565,325.5,29.46,?,6427,8120,5839054.5,447327.47,1130,-601,?
9,-,running,566,325.9,29.46,?,6415,8132,5839043.0,447331.06,1119,-598,?
9,-,running,567,326.3,29.46,?,6403,8144,5839031.5,447333.97,1107,-595,?
9,-,running,568,326.7,29.46,?,6392,8155,5839020.5,447336.62,1096,-592,?
9,-,running,569,327.1,29.46,?,6381,8166,5839009.5,447339.4,1085,-589,?
9,-,running,570,327.5,29.46,?,6370,8177,5838999.0,447342.25,1075,-587,?
9,-,running,571,327.8,29.46,?,6359,8188,5838988.5,447345.12,1064,-584,?
9,-,running,572,328.2,29.46,?,6348,8199,5838978.5,447348.75,1054,-580,?
9,-,running,573,328.5,29.46,?,6338,8209,5838969.0,447353.22,1045,-576,?
9,-,running,574,328.9,29.46,?,6327,8220,5838959.5,447358.88,1035,-570,?
9,-,running,575,329.3,29.46,?,6316,8231,5838951.5,447365.6,1027,-563,?
9,-,running,576,329.6,29.46,?,6306,8241,5838943.5,447372.56,1019,-556,?
9,-,running,577,330.2,29.46,?,6289,8258,5838933.0,447385.47,1009,-543,?
9,-,running,578,330.6,29.46,?,6277,8270,5838927.5,447396.16,1003,-533,?
9,-,running,579,331.1,29.46,?,6263,8284,5838929.0,447410.03,1005,-519,?
9,-,running,580,331.6,29.46,?,6246,8301,5838936.0,447425.25,1012,-504,?
9,-,running,581,332.2,29.46,?,6229,8318,5838943.0,447441.06,1019,-488,?
9,-,running,582,332.9,29.46,?,6208,8339,5838950.0,447460.8,1026,-468,?
9,-,running,583,333.3,29.46,?,6197,8350,5838953.5,447471.34,1029,-458,?
9,-,running,584,333.7,29.46,?,6186,8361,5838957.0,447481.66,1033,-447,?
9,-,running,585,334.1,29.46,?,6175,8372,5838960.5,447491.94,1036,-437,?
9,-,running,586,334.4,29.46,?,6164,8383,5838964.5,447502.7,1040,-426,?
9,-,running,587,334.8,29.46,?,6152,8395,5838968.0,447513.72,1044,-415,?
9,-,running,588,335.2,29.46,?,6140,8407,5838972.0,447525.06,1048,-404,?
9,-,running,589,335.7,29.46,?,6128,8419,5838976.5,447536.06,1052,-393,?
9,-,running,590,336.0,29.46,?,6117,8431,5838981.0,447546.78,1057,-382,?
9,-,running,591,336.5,29.46,?,6103,8445,5838988.0,447558.97,1064,-370,?
9,*,running,592,337.0,29.46,38.75,6090,8457,5838993.5,447570.3,1069,-359,10
9,-,running,593,337.3,35.64,?,6078,8470,5838999.0,447581.38,1075,-347,?
9,-,running,594,337.6,35.64,?,6066,8481,5839004.0,447592.03,1080,-337,?
9,-,running,595,338.0,35.64,?,6054,8493,5839008.5,447602.9,1084,-326,?
9,-,running,596,338.3,35.64,?,6043,8504,5839012.5,447613.34,1088,-316,?
9,-,running,597,338.6,35.64,?,6032,8515,5839016.0,447623.2,1092,-306,?
9,-,running,598,338.9,35.64,?,6021,8526,5839020.5,447633.44,1096,-295,?
9,-,running,599,339.2,35.64,?,6009,8538,5839025.5,447644.25,1101,-285,?
9,-,running,600,339.5,35.64,?,5998,8549,5839029.5,447655.03,1105,-274,?
9,-,running,601,339.9,35.64,?,5986,8561,5839032.0,447666.34,1108,-263,?
9,-,running,602,340.2,35.64,?,5972,8575,5839033.0,447680.06,1109,-249,?
9,-,running,603,340.6,35.64,?,5959,8588,5839034.0,447693.06,1110,-236,?
9,-,running,604,341.0,35.64,?,5947,8600,5839035.0,447705.5,1111,-223,?
9,-,running,605,341.3,35.64,?,5935,8612,5839036.5,447717.4,1112,-211,?
9,-,running,606,341.6,35.64,?,5924,8623,5839038.5,447728.47,1114,-200,?
9,-,running,607,341.9,35.64,?,5913,8635,5839041.5,447739.22,1117,-190,?
9,-,running,608,342.2,35.64,?,5902,8646,5839045.0,447749.62,1121,-179,?
9,-,running,609,342.5,35.64,?,5891,8656,5839047.5,447759.5,1123,-169,?
9,-,running,610,342.8,35.64,?,5881,8666,5839051.0,447769.62,1127,-159,?
9,-,running,611,343.2,35.64,?,5866,8681,5839056.5,447782.78,1132,-146,?
9,-,running,612,343.6,35.64,?,5854,8693,5839063.5,447792.47,1139,-136,?
9,-,running,613,344.1,35.64,?,5835,8712,5839079.0,447804.84,1155,-124,?
9,-,running,614,344.5,35.64,?,5821,8726,5839091.5,447810.4,1167,-118,?
9,-,running,615,344.9,35.64,?,5808,8739,5839103.5,447814.9,1179,-114,?
9,-,running,616,345.2,35.64,?,5796,8751,5839115.5,447818.4,1191,-110,?
9,-,running,617,345.5,35.64,?,5784,8763,5839126.5,447820.7,1202,-108,?
9,-,running,618,345.9,35.64,?,5772,8775,5839138.5,447821.97,1214,-107,?
9,-,running,619,346.2,35.64,?,5761,8786,5839149.5,447822.3,1225,-107,?
9,-,running,620,346.5,35.64,?,5750,8797,5839161.0,447821.88,1237,-107,?
9,-,running,621,346.8,35.64,?,5737,8810,5839173.5,447820.47,1249,-108,?
9,-,running,622,347.2,35.64,?,5726,8821,5839184.5,447818.1,1260,-111,?
9,-,running,623,347.5,35.64,?,5715,8832,5839195.5,447815.62,1271,-113,?
9,-,running,624,347.8,35.64,?,5703,8844,5839206.5,447812.9,1282,-116,?
9,-,running,625,348.1,35.64,?,5692,8855,5839217.0,447809.72,1293,-119,?
9,-,running,626,348.5,35.64,?,5679,8868,5839229.0,447804.5,1305,-124,?
9,-,running,627,348.9,35.64,?,5666,8881,5839241.5,447799.03,1317,-130,?
9,-,running,628,349.2,35.64,?,5653,8894,5839253.5,447794.1,1329,-135,?
9,-,running,629,349.6,35.64,?,5639,8908,5839266.5,447788.75,1342,-140,?
9,-,running,630,350.0,35.64,?,5626,8921,5839277.5,447783.06,1353,-146,?
9,-,running,631,350.3,35.64,?,5613,8934,5839289.0,447776.84,1365,-152,?
9,-,running,632,350.7,35.64,?,5600,8948,5839301.0,447770.47,1377,-158,?
9,-,running,633,351.0,35.64,?,5588,8959,5839311.5,447765.72,1387,-163,?
9,-,running,634,351.3,35.64,?,5578,8969,5839321.0,447761.5,1397,-167,?
9,-,running,635,351.9,35.64,?,5558,8989,5839339.0,447753.56,1415,-175,?
9,-,running,636,352.3,35.64,?,5542,9005,5839354.0,447747.47,1430,-181,?
9,-,running,637,352.9,35.64,?,5521,9027,5839370.5,447734.06,1446,-195,?
9,-,running,638,353.2,35.64,?,5510,9037,5839380.0,447729.22,1456,-200,?
9,-,running,639,353.6,35.64,?,5497,9050,5839389.5,447720.88,1465,-208,?
9,-,running,640,354.0,35.64,?,5483,9064,5839400.0,447711.72,1476,-217,?
9,-,running,641,354.5,35.64,?,5466,9081,5839413.5,447701.0,1489,-228,?
9,-,running,642,354.7,35.64,?,5456,9091,5839421.0,447694.38,1497,-234,?
9,-,running,643,355.0,35.64,?,5445,9102,5839429.0,447686.97,1505,-242,?
9,-,running,644,355.4,35.64,?,5433,9114,5839437.5,447678.94,1513,-250,?
9,-,running,645,355.7,35.64,?,5421,9126,5839446.5,447670.47,1522,-258,?
9,-,running,646,356.1,35.64,?,5408,9139,5839456.0,447661.72,1532,-267,?
9,-,running,647,356.4,35.64,?,5396,9151,5839465.0,447652.97,1541,-276,?
9,-,running,648,356.8,35.64,?,5384,9163,5839473.0,447644.47,1549,-284,?
9,-,running,649,357.1,35.64,?,5373,9175,5839480.5,447635.9,1556,-293,?
9,-,running,650,357.4,35.64,?,5361,9186,5839488.5,447627.4,1564,-301,?
9,-,running,651,357.7,35.64,?,5350,9197,5839496.5,447619.44,1572,-309,?
9,-,running,652,358.0,35.64,?,5339,9208,5839504.5,447612.3,1580,-317,?
9,-,running,653,358.3,35.64,?,5328,9219,5839513.5,447606.38,1589,-322,?
9,-,running,654,358.6,35.64,?,5318,9229,5839522.5,447601.06,1598,-328,?
9,-,running,655,359.0,35.64,?,5306,9241,5839533.5,447596.25,1609,-333,?
9,-,running,656,359.3,35.64,?,5293,9254,5839545.0,447592.12,1621,-337,?
9,-,running,657,359.6,35.64,?,5281,9266,5839556.5,447588.2,1632,-341,?
9,-,running,658,360.0,35.64,?,5269,9278,5839568.0,447584.2,1644,-345,?
9,-,running,659,360.3,35.64,?,5257,9291,5839580.0,447580.6,1656,-348,?
9,-,running,660,360.7,35.64,?,5245,9302,5839591.5,447577.75,1667,-351,?
9,-,running,661,361.0,35.64,?,5232,9315,5839603.5,447575.2,1679,-354,?
9,-,running,662,361.4,35.64,?,5219,9328,5839616.5,447573.22,1692,-356,?
9,-,running,663,361.7,35.64,?,5206,9341,5839629.5,447572.22,1705,-357,?
9,-,running,664,362.1,35.64,?,5193,9354,5839643.0,447572.16,1719,-357,?
9,-,running,665,362.5,35.64,?,5180,9367,5839656.0,447573.2,1732,-356,?
9,-,running,666,362.9,35.64,?,5166,9381,5839669.5,447575.1,1745,-354,?
9,-,running,667,363.2,35.64,?,5153,9394,5839682.5,447578.25,1758,-351,?
9,-,running,668,363.6,35.64,?,5140,9407,5839694.5,447581.97,1770,-347,?
9,-,running,669,363.9,35.64,?,5128,9419,5839706.0,447585.75,1782,-343,?
9,-,running,670,364.3,35.64,?,5116,9431,5839717.0,447589.44,1793,-339,?
9,-,running,671,364.6,35.64,?,5105,9442,5839728.0,447592.94,1804,-336,?
9,-,running,672,364.9,35.64,?,5094,9453,5839738.5,447596.56,1814,-332,?
9,-,running,673,365.2,35.64,?,5083,9464,5839748.5,447600.94,1824,-328,?
9,-,running,674,365.5,35.64,?,5073,9475,5839757.0,447606.9,1833,-322,?
9,-,running,675,365.8,35.64,?,5062,9485,5839764.0,447614.4,1840,-314,?
9,-,running,676,366.1,35.64,?,5052,9495,5839770.0,447623.06,1846,-306,?
9,-,running,677,366.7,35.64,?,5031,9516,5839775.5,447642.78,1851,-286,?
9,*,running,678,367.0,35.64,22.69,5021,9527,5839776.5,447653.4,1852,-275,9
9,-,running,679,367.3,32.72,?,5009,9538,5839777.5,447664.5,1853,-264,?
9,-,running,680,367.7,32.72,?,4998,9550,5839777.5,447676.38,1853,-252,?
9,-,running,681,368.0,32.72,?,4986,9561,5839776.5,447688.2,1852,-241,?
9,-,running,682,368.4,32.72,?,4974,9574,5839776.5,447700.3,1852,-229,?
9,-,running,683,368.8,32.72,?,4960,9587,5839776.5,447713.88,1852,-215,?
9,-,running,684,369.2,32.72,?,4946,9601,5839776.0,447727.66,1852,-201,?
9,-,running,685,369.6,32.72,?,4933,9614,5839776.5,447741.25,1852,-188,?
9,-,running,686,370.0,32.72,?,4919,9628,5839777.5,447754.7,1853,-174,?
9,-,running,687,370.4,32.72,?,4906,9641,5839778.5,447767.7,1854,-161,?
9,-,running,688,370.8,32.72,?,4894,9654,5839780.0,447780.22,1856,-149,?
9,-,running,689,371.2,32.72,?,4881,9666,5839782.0,447792.47,1858,-136,?
9,-,running,690,371.6,32.72,?,4869,9678,5839784.5,447804.25,1860,-125,?
9,-,running,691,371.9,32.72,?,4857,9690,5839788.5,447815.3,1864,-114,?
9,-,running,692,372.3,32.72,?,4845,9702,5839793.5,447826.22,1869,-103,?
9,-,running,693,372.7,32.72,?,4833,9715,5839799.5,447837.44,1875,-91,?
9,-,running,694,373.1,32.72,?,4820,9727,5839805.0,447848.84,1881,-80,?
9,-,running,695,373.5,32.72,?,4807,9740,5839811.0,447860.7,1887,-68,?
9,-,running,696,373.9,32.72,?,4793,9754,5839817.0,447872.78,1893,-56,?
9,-,running,697,374.3,32.72,?,4780,9767,5839822.5,447885.06,1898,-44,?
9,-,running,698,374.7,32.72,?,4766,9781,5839828.5,447897.28,1904,-32,?
9,-,running,699,375.1,32.72,?,4753,9794,5839834.0,447909.3,1910,-20,?
9,-,running,700,375.5,32.72,?,4740,9808,5839839.5,447921.4,1915,-7,?
9,*,running,701,376.0,32.72,40.66,4726,9821,5839845.0,447933.7,1921,4,12
9,-,running,702,376.5,27.02,?,4713,9835,5839850.5,447946.1,1926,16,?
9,-,running,703,377.0,27.02,?,4699,9848,5839855.5,447958.88,1931,29,?
9,-,running,704,377.5,27.02,?,4685,9862,5839860.0,447971.7,1936,42,?
9,-,running,705,378.0,27.02,?,4671,9876,5839865.0,447984.66,1941,55,?
9,-,running,706,378.5,27.02,?,4658,9889,5839869.5,447997.2,1945,67,?
9,-,running,707,378.9,27.02,?,4645,9902,5839874.5,448008.94,1950,79,?
9,-,running,708,379.4,27.02,?,4634,9913,5839879.0,448019.38,1955,90,?
9,-,running,709,380.1,27.02,?,4613,9934,5839889.5,448037.4,1965,108,?
9,-,running,710,380.5,27.02,?,4603,9944,5839896.0,448045.44,1972,116,?
9,-,running,711,380.9,27.02,?,4593,9954,5839902.5,448052.97,1978,123,?
9,-,running,712,381.3,27.02,?,4582,9965,5839910.0,448060.2,1986,130,?
9,-,running,713,381.7,27.02,?,4571,9976,5839918.0,448067.72,1994,138,?
9,-,running,714,382.1,27.02,?,4561,9986,5839925.5,448075.28,2001,145,?
9,-,running,715,382.8,27.02,?,4542,10005,5839937.0,448090.22,2013,160,?
9,-,running,716,383.3,27.02,?,4527,10020,5839938.0,448105.34,2014,176,?
9,-,running,717,383.9,27.02,?,4510,10037,5839929.0,448118.9,2005,189,?
9,-,running,718,384.6,27.02,?,4492,10055,5839917.5,448133.12,1993,203,?
9,-,running,719,385.4,27.02,?,4471,10076,5839904.0,448149.38,1980,220,?
9,-,running,720,385.8,27.02,?,4460,10087,5839897.5,448158.3,1973,228,?
9,-,running,721,386.2,27.02,?,4448,10099,5839890.5,448167.84,1966,238,?
9,-,running,722,386.7,27.02,?,4436,10111,5839883.5,448177.88,1959,248,?
9,-,running,723,387.1,27.02,?,4424,10123,5839877.5,448188.5,1953,259,?
9,-,running,724,387.6,27.02,?,4412,10136,5839872.5,448199.53,1948,270,?
9,-,running,725,388.0,27.02,?,4400,10147,5839869.0,448210.84,1945,281,?
9,-,running,726,388.5,27.02,?,4388,10159,5839865.5,448222.38,1941,293,?
9,-,running,727,388.9,27.02,?,4376,10171,5839864.0,448233.44,1940,304,?
9,-,running,728,389.3,27.02,?,4366,10181,5839861.0,448243.3,1937,313,?
9,-,running,729,390.0,27.02,?,4347,10201,5839849.5,448259.16,1925,329,?
9,-,running,730,390.4,27.02,?,4336,10211,5839842.0,448266.3,1918,336,?
9,-,running,731,390.8,27.02,?,4325,10222,5839833.5,448273.38,1909,344,?
9,-,running,732,391.2,27.02,?,4314,10234,5839824.5,448280.78,1900,351,?
9,-,running,733,391.6,27.02,?,4302,10245,5839815.5,448288.06,1891,358,?
9,-,running,734,392.1,27.02,?,4291,10256,5839807.0,448295.06,1883,365,?
9,-,running,735,392.5,27.02,?,4280,10267,5839797.5,448300.84,1873,371,?
9,-,running,736,392.9,27.02,?,4269,10278,5839788.0,448305.94,1864,376,?
9,-,running,737,393.3,27.02,?,4258,10289,5839777.5,448309.6,1853,380,?
9,-,running,738,393.7,27.02,?,4247,10300,5839766.5,448311.84,1842,382,?
9,-,running,739,394.1,27.02,?,4235,10312,5839755.0,448314.3,1831,384,?
9,-,running,740,394.5,27.02,?,4224,10323,5839744.5,448316.97,1820,387,?
9,-,running,741,394.9,27.02,?,4213,10334,5839734.0,448318.7,1810,389,?
9,-,running,742,395.3,27.02,?,4203,10344,5839723.5,448319.25,1799,389,?
9,-,running,743,395.7,27.02,?,4192,10355,5839712.5,448318.6,1788,389,?
9,-,running,744,396.1,27.02,?,4181,10366,5839701.5,448317.3,1777,387,?
9,-,running,745,396.6,27.02,?,4169,10378,5839690.0,448317.0,1766,387,?
9,-,running,746,397.0,27.02,?,4157,10390,5839678.0,448318.7,1754,389,?
9,-,running,747,397.4,27.02,?,4145,10402,5839666.5,448321.94,1742,392,?
9,-,running,748,397.9,27.02,?,4133,10414,5839654.5,448325.34,1730,396,?
9,-,running,749,398.4,27.02,?,4120,10427,5839641.5,448327.34,1717,398,?
9,-,running,750,398.8,27.02,?,4108,10440,5839629.5,448328.5,1705,399,?
9,-,running,751,399.2,27.02,?,4097,10451,5839618.5,448328.06,1694,398,?
9,*,running,752,400.0,27.02,17.06,4078,10470,5839599.5,448329.4,1675,400,6
9,-,running,753,400.9,19.54,?,4058,10489,5839583.0,448339.84,1659,410,?
9,-,running,754,401.5,19.54,?,4047,10500,5839576.0,448347.75,1652,418,?
9,-,running,755,402.1,19.54,?,4036,10511,5839569.5,448357.0,1645,427,?
9,-,running,756,402.7,19.54,?,4024,10523,5839564.0,448367.56,1640,438,?
9,-,running,757,403.3,19.54,?,4011,10536,5839562.5,448380.5,1638,451,?
9,-,running,758,404.0,19.54,?,3999,10548,5839561.5,448392.66,1637,463,?
9,-,running,759,404.6,19.54,?,3987,10560,5839560.0,448404.34,1636,475,?
9,-,running,760,405.2,19.54,?,3975,10572,5839560.0,448416.9,1636,487,?
9,-,running,761,405.7,19.54,?,3964,10583,5839556.0,448426.6,1632,497,?
9,-,running,762,406.6,19.54,?,3947,10600,5839544.0,448438.84,1620,509,?
9,-,running,763,407.2,19.54,?,3935,10612,5839532.0,448440.0,1608,510,?
9,-,running,764,407.9,19.54,?,3921,10626,5839521.0,448431.97,1597,502,?
9,-,running,765,408.6,19.54,?,3909,10638,5839510.0,448426.1,1586,496,?
9,-,running,766,409.1,19.54,?,3899,10648,5839500.5,448424.12,1576,494,?
9,*,running,767,410.0,19.54,22.32,3882,10665,5839483.5,448426.3,1559,496,5
9,-,running,768,410.6,28.32,?,3863,10684,5839464.5,448427.53,1540,498,?
9,-,running,769,411.0,28.32,?,3852,10695,5839454.0,448426.4,1530,497,?
9,-,running,770,411.4,28.32,?,3842,10705,5839444.0,448424.0,1520,494,?
9,-,running,771,411.8,28.32,?,3831,10716,5839433.0,448421.44,1509,492,?
9,-,running,772,412.2,28.32,?,3819,10728,5839421.5,448419.56,1497,490,?
9,-,running,773,412.6,28.32,?,3807,10740,5839409.5,448418.56,1485,489,?
9,-,running,774,413.0,28.32,?,3795,10752,5839397.0,448418.4,1473,489,?
9,-,running,775,413.5,28.32,?,3783,10764,5839385.0,448418.78,1461,489,?
9,-,running,776,413.9,28.32,?,3771,10776,5839373.5,448420.0,1449,490,?
9,-,running,777,414.3,28.32,?,3759,10788,5839362.0,448422.66,1438,493,?
9,-,running,778,414.7,28.32,?,3748,10800,5839351.0,448426.9,1427,497,?
9,-,running,779,415.1,28.32,?,3735,10812,5839340.0,448431.94,1416,502,?
9,-,running,780,415.5,28.32,?,3724,10823,5839329.5,448437.1,1405,507,?
9,-,running,781,416.0,28.32,?,3712,10835,5839319.0,448442.8,1395,513,?
9,-,running,782,416.4,28.32,?,3700,10847,5839309.5,448449.2,1385,519,?
9,-,running,783,416.8,28.32,?,3688,10859,5839299.0,448455.78,1375,526,?
9,-,running,784,417.2,28.32,?,3676,10871,5839289.5,448462.34,1365,533,?
9,-,running,785,417.6,28.32,?,3664,10883,5839279.0,448468.34,1355,539,?
9,-,running,786,418.0,28.32,?,3653,10894,5839268.5,448472.88,1344,543,?
9,-,running,787,418.5,28.32,?,3640,10907,5839256.5,448475.94,1332,546,?
9,-,running,788,418.9,28.32,?,3628,10919,5839244.5,448477.9,1320,548,?
9,-,running,789,419.3,28.32,?,3616,10931,5839232.5,448479.6,1308,550,?
9,-,running,790,419.8,28.32,?,3604,10944,5839220.0,448481.5,1296,552,?
9,-,running,791,420.2,28.32,?,3592,10955,5839208.5,448484.0,1284,554,?
9,-,running,792,420.6,28.32,?,3581,10966,5839198.0,448487.12,1274,557,?
9,-,running,793,421.0,28.32,?,3569,10978,5839187.0,448490.94,1263,561,?
9,-,running,794,421.4,28.32,?,3557,10990,5839175.5,448495.16,1251,565,?
9,-,running,795,421.9,28.32,?,3545,11002,5839164.5,448499.9,1240,570,?
9,-,running,796,422.3,28.32,?,3534,11013,5839154.5,448505.06,1230,575,?
